ID,Tag,Given_Sample_Name,Type,Latitude,Longitude,Geohash,MAAT,MAF,pH,GDGT0,GDGT1,GDGT2,GDGT3,Cren,Creni,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,Reference,Citation,DOI
0504,0504.9xz1jvd97.44,Naafs_2017_Soils_USA-BP1,Soil,43.8,-102.4,9xz1jvd97,8.28,13.00173913,7.53,NA,NA,NA,NA,NA,NA,0.070921986,0.141624399,0.009957622,0,0,0,0.137232945,0.270074435,0.042267747,0.073227499,0.001240586,0.003579035,0.170168851,0.066310959,0.013393935,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0505,0505.bew89k7pr.44,Naafs_2017_Soils_USA-BZ2,Soil,64.8,-148.3,bew89k7pr,-3.59,11.60434783,5.16,NA,NA,NA,NA,NA,NA,0.147739833,0.013762561,0,0,0,0,0.390119853,0.105115627,0.008199741,0.001668846,0.004406909,0,0.321848879,0.005851798,0.001285951,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0506,0506.bew89k7pr.44,Naafs_2017_Soils_USA-BZ3,Soil,64.8,-148.3,bew89k7pr,-3.59,11.60434783,5.36,NA,NA,NA,NA,NA,NA,0.139991336,0.003648593,0,0,0,0,0.433201536,0.014219592,0.005753975,0.000527999,0.002447093,0,0.391314364,0.007914471,0.000981042,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0507,0507.9w2mrgv9x.44,Naafs_2017_Soils_USA-CA1,Soil,36.1,-111.8,9w2mrgv9x,10.1,11.9115942,7.27,NA,NA,NA,NA,NA,NA,0.101579039,0.148581195,0.00433119,0,0,0,0.173636063,0.322411483,0.018004545,0.046031037,0,0.00244722,0.134014411,0.035348729,0.013615087,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0508,0508.9w2t65y99.44,Naafs_2017_Soils_USA-CA2,Soil,36.1,-111.7,9w2t65y99,10.1,11.9115942,8.02,NA,NA,NA,NA,NA,NA,0.104670755,0.184952207,0.005223376,0,0,0,0.136173603,0.3546611,0.014633581,0.039632616,0.000821107,0.00253039,0.116865406,0.028454186,0.011381674,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0509,0509.cbjdr0vf4.44,Naafs_2017_Soils_USA-CC1,Soil,45.4,-93.2,cbjdr0vf4,6.82,13.46076087,6.06,NA,NA,NA,NA,NA,NA,0.025059278,0.01352922,0,0,0,0,0.193872333,0.089264959,0.013854665,0.010367753,0,0,0.576502859,0.072527779,0.005021154,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050A,050A.dre0j622u.44,Naafs_2017_Soils_USA-CF1,Soil,42.2,-74.3,dre0j622u,6.04,12.14369565,3.92,NA,NA,NA,NA,NA,NA,0.047852977,0.003064904,0.00075466,0.001648109,0,0,0.30070753,0.015324518,0.008789912,0.001575823,0.006679177,0,0.556598073,0.045395271,0.011609046,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050B,050B.dr7n6gxt4.44,Naafs_2017_Soils_USA-CF2,Soil,41.9,-74.4,dr7n6gxt4,6.04,13.39217391,3.63,NA,NA,NA,NA,NA,NA,0.020734019,0.002833649,0.001180111,0.000763703,0,0,0.255719565,0.005408123,0.006755834,0.00023153,0.004129525,0,0.670399942,0.019524534,0.012319463,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050C,050C.dr7r9b442.44,Naafs_2017_Soils_USA-CF3,Soil,42.1,-74.1,dr7r9b442,6.04,12.14369565,3.56,NA,NA,NA,NA,NA,NA,0.010832763,0.001614294,0.00125745,0,0,0,0.184369384,0.003190355,0.005480104,0,0.004375587,0,0.756169365,0.019626418,0.013084279,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050D,050D.dn1su6dz9.44,Naafs_2017_Soils_USA-CL1,Soil,34.6,-87.7,dn1su6dz9,15.72,15.5042029,5.68,NA,NA,NA,NA,NA,NA,0.01416782,0.015157711,0,0.002845938,0,0,0.146627657,0.060878318,0.006743635,0.017137494,0.000773353,0.000611877,0.661989842,0.063724256,0.0093421,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050E,050E.dn1su6dz9.44,Naafs_2017_Soils_USA-CL2,Soil,34.6,-87.7,dn1su6dz9,15.72,15.5042029,5.57,NA,NA,NA,NA,NA,NA,0.01507839,0.006646554,0,0.000693606,0.000679131,0.000679131,0.143546268,0.058504151,0.009264163,0.006767181,0,0,0.696018461,0.056694745,0.00542822,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
050F,050F.dn1su6dz9.44,Naafs_2017_Soils_USA-CL3,Soil,34.6,-87.7,dn1su6dz9,15.72,15.5042029,4.89,NA,NA,NA,NA,NA,NA,0.016116942,0.004895901,0,0.000825613,0.002432746,0.002432746,0.158128489,0.020678341,0.002873681,0.004166077,0,0,0.757192185,0.02523974,0.005017539,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0510,0510.9vgt6yj69.44,Naafs_2017_Soils_USA-CM1,Soil,33.3,-96.2,9vgt6yj69,18.22,17.87318841,7.85,NA,NA,NA,NA,NA,NA,0.0399171,0.059077308,0.011208722,0,0.000764812,0.000764812,0.087338615,0.145457913,0.077598843,0.089573973,0.00182022,0.007153144,0.188408713,0.244292653,0.046623173,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0511,0511.9xjngz4bh.44,Naafs_2017_Soils_USA-CO2,Soil,40.6,-105.3,9xjngz4bh,6.33,10.94130435,5.68,NA,NA,NA,NA,NA,NA,0.131372269,0.037983721,0,0,0,0,0.332714551,0.161359417,0,0,0,0,0.312723119,0.023846923,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0512,0512.9xm2p5qvp.44,Naafs_2017_Soils_USA-CO3,Soil,40.8,-104.8,9xm2p5qvp,9.63,11.98009662,6.02,NA,NA,NA,NA,NA,NA,0.060792285,0.042072421,0,0,0,0,0.288361539,0.175853267,0.011061738,0.015505342,0,0,0.369670039,0.03668337,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0513,0513.dq2kyc974.44,Naafs_2017_Soils_USA-DF1,Soil,36,-78.1,dq2kyc974,15.72,14.45797101,5.37,NA,NA,NA,NA,NA,NA,0.026910414,0.003502864,0,0.00300675,0,0,0.20445901,0.018491513,0.00336756,0.003352526,0,0,0.703579536,0.022851301,0.010478524,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0514,0514.dq2kyc974.44,Naafs_2017_Soils_USA-DF3,Soil,36,-78.1,dq2kyc974,15.72,14.45797101,5.05,NA,NA,NA,NA,NA,NA,0.019896845,0.004520254,0,0,0,0,0.20283192,0.012614214,0,0,0,0,0.734058377,0.019317326,0.006761064,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0515,0515.9wbxwf25j.44,Naafs_2017_Soils_USA-GB2,Soil,39.3,-111.5,9wbxwf25j,-0.65,11.46454106,7.57,NA,NA,NA,NA,NA,NA,0.068797683,0.335773769,0.018277594,0,0.00462074,0.00462074,0.032447863,0.268002916,0.04754228,0.09344163,0.001653198,0.003963568,0.072494275,0.031934447,0.016429298,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0516,0516.9wbxwf25j.44,Naafs_2017_Soils_USA-GB3,Soil,39.3,-111.5,9wbxwf25j,-0.65,11.46454106,7.18,NA,NA,NA,NA,NA,NA,0.059373042,0.181568937,0.013163748,0.007571425,0.003422574,0.003422574,0.085609754,0.353151583,0.017339834,0.067362076,0.002088043,0.001488865,0.161596354,0.041397718,0.001443473,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0517,0517.9wbxwf25j.44,Naafs_2017_Soils_USA-GB5,Soil,39.3,-111.5,9wbxwf25j,10.76,11.46454106,8.22,NA,NA,NA,NA,NA,NA,0.053485892,0.470540444,0.010663327,0,0,0,0.050777746,0.269122053,0.013117584,0.03198998,0,0,0.074304768,0.019803321,0.006194885,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0518,0518.drs9v0cs6.44,Naafs_2017_Soils_USA-HF2,Soil,42.5,-72.2,drs9v0cs6,7.63,12.35352657,3.98,NA,NA,NA,NA,NA,NA,0.021484936,0.002303233,0,0.00041363,0.00022824,0.00022824,0.282696532,0.005653931,0.003927994,0,0.002210984,0,0.666568665,0.010444893,0.003838721,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0519,0519.8e962gndz.44,Naafs_2017_Soils_USA-HI3,Soil,20.1,-155.7,8e962gndz,9.8,19.76949275,6.53,NA,NA,NA,NA,NA,NA,0.0180862,0.023358561,0.006184457,0,0,0,0.1523868,0.12012974,0.048274359,0.046049734,0.001588382,0.003959832,0.36928772,0.191317734,0.019376482,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051A,051A.9rc57q2et.44,Naafs_2017_Soils_USA-HJ1,Soil,44.2,-122.2,9rc57q2et,5.93,8.809249012,5.41,NA,NA,NA,NA,NA,NA,0.111000663,0.026949415,0,0.009498564,0.005798542,0.005798542,0.27833002,0.130881378,0,0,0,0,0.408106914,0.023635962,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051B,051B.dr7vb1ky8.44,Naafs_2017_Soils_USA-IE2,Soil,41.8,-73.47,dr7vb1ky8,9.71,12.9389372,5.52,NA,NA,NA,NA,NA,NA,0.042408821,0.007573004,0,0,0,0,0.277003649,0.062603498,0.017838631,0.004038935,0.001171291,0,0.514964255,0.057891406,0.014506509,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051C,051C.dr7vb1ky8.44,Naafs_2017_Soils_USA-IE3,Soil,41.8,-73.47,dr7vb1ky8,9.71,12.9389372,5.72,NA,NA,NA,NA,NA,NA,0.048458913,0.027462273,0.001366448,0,0,0,0.249960006,0.136644803,0.027128993,0.026129153,0.001646403,0.001213139,0.365274889,0.093318402,0.021396577,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051D,051D.dr7vb1ky8.44,Naafs_2017_Soils_USA-IE4,Soil,41.8,-73.47,dr7vb1ky8,9.71,12.9389372,6.29,NA,NA,NA,NA,NA,NA,0.030694486,0.036532088,0.00521618,0,0,0,0.135394697,0.163452847,0.076077132,0.060447424,0.007758361,0.00367204,0.269282917,0.185108466,0.026363362,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051E,051E.dr7vb1ky8.44,Naafs_2017_Soils_USA-IE5,Soil,41.8,-73.47,dr7vb1ky8,9.708334,12.9389372,5.57,NA,NA,NA,NA,NA,NA,0.042820702,0.008523359,0,0,0,0,0.27078996,0.055463004,0.022185202,0.004730668,0.001374341,0.000291589,0.501613933,0.072999101,0.019208143,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
051F,051F.cbkk98mrz.44,Naafs_2017_Soils_USA-IT1,Soil,47.2,-95.2,cbkk98mrz,3.991667,13.36310559,5.78,NA,NA,NA,NA,NA,NA,0.058531508,0.018069093,0.00101156,0,0,0,0.328950163,0.088028917,0.019690679,0.015752543,0.002185279,0.00072508,0.400763226,0.060848058,0.005443894,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0520,0520.cbkk98mrz.44,Naafs_2017_Soils_USA-IT2,Soil,47.2,-95.2,cbkk98mrz,3.991667,13.36310559,5.42,NA,NA,NA,NA,NA,NA,0.068614256,0.008503476,0.000650956,0,0,0,0.375325844,0.041784323,0.01370819,0.005864466,0.001876629,0,0.44130109,0.039438536,0.002932233,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0521,0521.9ygq3vfn0.44,Naafs_2017_Soils_USA-KP1,Soil,39.1,-96.6,9ygq3vfn0,12.658334,14.17083004,6.37,NA,NA,NA,NA,NA,NA,0.02756784,0.021218883,0.000985759,0,0,0,0.171254763,0.128649919,0.040934065,0.020550572,0.001712548,0.000766052,0.4210361,0.136168421,0.029155079,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0522,0522.9ygq3vfn0.44,Naafs_2017_Soils_USA-KP2,Soil,39.1,-96.6,9ygq3vfn0,12.658334,14.17083004,6.5,NA,NA,NA,NA,NA,NA,0.021754431,0.018309159,0.000797334,0,0,0,0.150607598,0.124521969,0.02259114,0.012206106,0.001097565,0.000551243,0.516790778,0.108279973,0.022492703,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0523,0523.de30nemvh.44,Naafs_2017_Soils_USA-LQ2,Soil,18.3,-65.8,de30nemvh,24.233332,25.03166667,5.03,NA,NA,NA,NA,NA,NA,0.0023487,0.000953692,0,0,0,0,0.046001601,0.007629534,0.000643274,0.000774173,0,0,0.901332176,0.010247511,0.030069339,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0524,0524.9qm84xuny.44,Naafs_2017_Soils_USA-MD3,Soil,35.2,-115.9,9qm84xuny,15.29,20.30583333,7.9,NA,NA,NA,NA,NA,NA,0.015158794,0.196957566,0,0,0,0,0.048732319,0.441953563,0,0,0,0,0.26527889,0.031918868,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0525,0525.9qm84xuny.44,Naafs_2017_Soils_USA-MD4,Soil,35.2,-115.9,9qm84xuny,20.31,20.30583333,8.86,NA,NA,NA,NA,NA,NA,0,0.303732901,0,0,0,0,0,0.466032924,0,0,0,0,0.219105031,0.011129144,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0526,0526.c2b1tenn3.44,Naafs_2017_Soils_USA-MP1,Soil,49.5,-123.5,c2b1tenn3,5.39,8.20821256,4.56,NA,NA,NA,NA,NA,NA,0.192768305,0.004778018,0.000916473,0.000446909,0.000228603,0.000228603,0.413957579,0.022654395,0.012604081,0.000755833,0.002244845,0,0.335696942,0.011080059,0.001639354,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0527,0527.c2b1tenn3.44,Naafs_2017_Soils_USA-MP2,Soil,49.5,-123.5,c2b1tenn3,5.39,8.20821256,4.38,NA,NA,NA,NA,NA,NA,0.202493481,0.003251304,0.001116362,0,0,0,0.415580183,0.014626793,0.006885593,0.001087842,0.001984192,0,0.343057366,0.008759778,0.001157106,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0528,0528.dree0wkkz.44,Naafs_2017_Soils_USA-R-1,Soil,42.75,-73.8,dree0wkkz,8.43,12.97062802,6.6,NA,NA,NA,NA,NA,NA,0.12142433,0.048733542,0.010913856,0,0,0,0.073714602,0.1810103,0.023138194,0.143333948,0.005467166,0.007105269,0.191453201,0.170976923,0.022728669,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0529,0529.dp7udckjj.44,Naafs_2017_Soils_USA-R-2,Soil,41.58,-84.6,dp7udckjj,9.55,13.39903382,6.5,NA,NA,NA,NA,NA,NA,0.051795969,0.030080268,0,0,0,0,0.24450271,0.084610806,0.10182251,0.04246626,0.006932939,0.003796226,0.238068429,0.17211704,0.023806843,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052A,052A.dp8w3h65h.44,Naafs_2017_Soils_USA-R-3,Soil,43.31,-89.25,dp8w3h65h,8.24,13.84217391,7.7,NA,NA,NA,NA,NA,NA,0.043202127,0.05612584,0.012554464,0,0,0,0.132929621,0.146468749,0.095266228,0.088988996,0.002633976,0.007532679,0.21170273,0.168623686,0.033970903,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052B,052B.9zvv2f2y1.44,Naafs_2017_Soils_USA-R-4,Soil,44.53,-93.13,9zvv2f2y1,7.03,14.19467391,7.7,NA,NA,NA,NA,NA,NA,0.07338425,0.087243504,0.012662771,0.001226394,0.001944284,0.001944284,0.175484077,0.155542704,0.087243504,0.075079267,0.006151913,0.006321415,0.177478214,0.118651166,0.019642252,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052C,052C.c805hzbbm.44,Naafs_2017_Soils_USA-R-5,Soil,45.57,-112.29,c805hzbbm,3.73,11.82708075,8.1,NA,NA,NA,NA,NA,NA,0.067470571,0.266228173,0.013572417,0,0,0,0.04136977,0.292328974,0.047372954,0.045806906,0.002714483,0.007021116,0.161824968,0.038498682,0.015790985,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052D,052D.c2ktd360t.44,Naafs_2017_Soils_USA-R-6,Soil,47.38,-117.32,c2ktd360t,8.23,10.7466087,7.4,NA,NA,NA,NA,NA,NA,0.131104162,0.137719509,0,0,0,0,0.159369738,0.250180419,0.028686553,0.029588646,0,0,0.218306471,0.036264133,0.00878037,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052E,052E.9ve54yrsf.44,Naafs_2017_Soils_USA-RT1,Soil,31.5,-96.9,9ve54yrsf,19.36,19.29601449,7.92,NA,NA,NA,NA,NA,NA,0.028302736,0.054354119,0.013636773,0,0.00076546,0.00076546,0.058213583,0.156951538,0.025922734,0.16531371,0.00266303,0.009262714,0.183324542,0.246362455,0.054161145,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
052F,052F.9ve54yrsf.44,Naafs_2017_Soils_USA-RT2,Soil,31.5,-96.9,9ve54yrsf,19.36,19.29601449,8.07,NA,NA,NA,NA,NA,NA,0.030945736,0.051717531,0.012632643,0.000401871,0.000462066,0.000462066,0.0627393,0.167870018,0.019754401,0.171261331,0.001543048,0.010428289,0.186522242,0.235696288,0.047563172,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0530,0530.9w29kkr7g.44,Naafs_2017_Soils_USA-SA1,Soil,35.4,-111.6,9w29kkr7g,11.22,10.0010628,6.9,NA,NA,NA,NA,NA,NA,0.169235925,0.080428954,0,0,0,0,0.239052726,0.235142985,0.013460679,0.014633601,0,0,0.226764969,0.021280161,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0531,0531.9q4u3bs31.44,Naafs_2017_Soils_USA-SB1,Soil,34.5,-119.8,9q4u3bs31,13.46,11.39884058,7.92,NA,NA,NA,NA,NA,NA,0.008884195,0.298374863,0,0,0,0,0,0.535566116,0,0.025479202,0,0,0.114824034,0.013829172,0.003042418,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0532,0532.9q7zwk97u.44,Naafs_2017_Soils_USA-SN1,Soil,36.5,-118.2,9q7zwk97u,1.08,8.670521739,4.95,NA,NA,NA,NA,NA,NA,0.23287285,0.047645898,0,0,0,0,0.383422611,0.113335213,0,0,0,0,0.181561883,0.041161545,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0533,0533.9q7zwk97u.44,Naafs_2017_Soils_USA-SN3,Soil,36.5,-118.2,9q7zwk97u,1.08,8.670521739,5.74,NA,NA,NA,NA,NA,NA,0.188142821,0.040694595,0,0,0,0,0.381860245,0.129888229,0.013629902,0.004236698,0,0,0.224656465,0.012041141,0.004849904,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0534,0534.9q7xdut7c.44,Naafs_2017_Soils_USA-SP1,Soil,36.5,-118.7,9q7xdut7c,12.44,7.459782609,6.25,NA,NA,NA,NA,NA,NA,0.096488938,0.04852826,0,0,0,0,0.246898164,0.222492139,0.015665263,0.01606257,0,0,0.317278331,0.033544095,0.003042239,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0535,0535.9w88hqz67.44,Naafs_2017_Soils_USA-SP2,Soil,36.6,-111.6,9w88hqz67,1.08,12.22268775,5.13,NA,NA,NA,NA,NA,NA,0.137278506,0.007867114,0.001668462,0.001679022,0,0,0.416059473,0.049261864,0.00823671,0.000686393,0.004456272,0,0.35111618,0.016737418,0.004952586,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0536,0536.9q4t7hcy5.44,Naafs_2017_Soils_USA-SR1,Soil,34.7,-120.1,9q4t7hcy5,14.34,13.36811594,6.84,NA,NA,NA,NA,NA,NA,0.118897394,0.1093775,0.003058519,0,0,0,0.243061112,0.265341714,0.011808719,0.025116315,0,0,0.199715213,0.022483153,0.001140362,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0537,0537.9q4t7hcy5.44,Naafs_2017_Soils_USA-SR2,Soil,34.7,-120.1,9q4t7hcy5,14.34,13.36811594,8,NA,NA,NA,NA,NA,NA,0.105265176,0.308701154,0.009395253,0,0,0,0.047551482,0.341296928,0.023200522,0.03796449,0,0,0.096253403,0.026076619,0.004294973,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0538,0538.9q4t7hcy5.44,Naafs_2017_Soils_USA-SR3,Soil,34.7,-120.1,9q4t7hcy5,14.34,13.36811594,6.95,NA,NA,NA,NA,NA,NA,0.151089941,0.149572974,0,0,0,0,0.224814551,0.289437357,0.0074028,0.016868676,0,0,0.14138135,0.018203607,0.001228743,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0539,0539.9wh55up7v.44,Naafs_2017_Soils_USA-SV1,Soil,34.3,-106.7,9wh55up7v,13.38,11.08623188,8.31,NA,NA,NA,NA,NA,NA,0.018963157,0.302269876,0,0,0,0,0,0.541804494,0,0.018820577,0,0,0.106364777,0.011777119,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053A,053A.9wh55up7v.44,Naafs_2017_Soils_USA-SV2,Soil,34.3,-106.7,9wh55up7v,13.38,11.08623188,8.44,NA,NA,NA,NA,NA,NA,0.021240265,0.244332459,0,0,0,0,0.019852012,0.510876959,0,0.027070926,0,0,0.154096039,0.017908459,0.004622881,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053B,053B.9wh55up7v.44,Naafs_2017_Soils_USA-SV3,Soil,34.3,-106.7,9wh55up7v,13.38,11.08623188,8.31,NA,NA,NA,NA,NA,NA,0.091372575,0.233066278,0,0,0,0,0.117195259,0.278752566,0.045818712,0.04873204,0,0,0.137058862,0.048003708,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053C,053C.9wh55up7v.44,Naafs_2017_Soils_USA-SV4,Soil,34.3,-106.7,9wh55up7v,13.38,11.08623188,8.29,NA,NA,NA,NA,NA,NA,0.016411516,0.221743379,0,0,0,0,0.048608153,0.443486758,0.003658139,0.016160958,0,0,0.233018466,0.016912631,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053D,053D.9wkhnr2hx.44,Naafs_2017_Soils_USA-VC1,Soil,35.9,-106.6,9wkhnr2hx,3.43,10.36637681,5.55,NA,NA,NA,NA,NA,NA,0.075996225,0.039398964,0.001961193,0.002048746,0.001856129,0.001856129,0.337955561,0.144112657,0.008212495,0.011416944,0,0,0.351964082,0.022413633,0.000807241,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053E,053E.9wkhnr2hx.44,Naafs_2017_Soils_USA-VC2,Soil,35.9,-106.6,9wkhnr2hx,3.43,10.36637681,5.99,NA,NA,NA,NA,NA,NA,0.073165502,0.030195287,0.000795083,0,0,0,0.307312977,0.15990995,0.028497918,0.013400275,0.006512534,0,0.320713252,0.047526309,0.011970912,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
053F,053F.drmu264hp.44,Naafs_2017_Soils_USA-W,Soil,41.54,-70.65,drmu264hp,9.8,12.32,4.5,NA,NA,NA,NA,NA,NA,0.013209019,0.003437435,0,0,0,0,0.206246089,0.010041944,0.004534324,0,0.002919888,0,0.739241601,0.013595248,0.00677445,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0540,0540.s81kuy6s0.44,Naafs_2017_Soils_Zaire-1,Soil,0.87,24.47,s81kuy6s0,24.28,28.52949275,3.9,NA,NA,NA,NA,NA,NA,0.006558567,0,0,0,0,0,0.068973863,0.008470474,0,0,0,0,0.89303001,0.015488867,0.007478219,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0541,0541.s81k7ujms.44,Naafs_2017_Soils_Zaire-2,Soil,0.77,24.43,s81k7ujms,24.28,25.41891304,4.1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.020669018,0.0021286,0,0,0,0,0.947072917,0.019332216,0.010797248,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0542,0542.y8m7bnm1r.44,Naafs_2017_Soils_AES -1,Soil,47.1,119.89,y8m7bnm1r,-3.14,10.39416667,5.69,NA,NA,NA,NA,NA,NA,0.06,0.02,0,0,0,0,0.3,0.12,0.02,0.01,0,0,0.41,0.05,0.01,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0543,0543.wnh4q68hr.44,Naafs_2017_Soils_QML -1,Soil,34.16,95.9,wnh4q68hr,-3.93,5.13375,7.02,NA,NA,NA,NA,NA,NA,0.11,0.21,0.01,0.02,0,0,0.11,0.24,0.07,0.11,0,0,0.07,0.05,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0544,0544.wnxdtg234.44,Naafs_2017_Soils_HY-1,Soil,37.02,100.8,wnxdtg234,0.89,6.776428571,7.41,NA,NA,NA,NA,NA,NA,0.060606061,0.272727273,0.02020202,0.01010101,0,0,0.04040404,0.303030303,0.03030303,0.131313131,0,0,0.060606061,0.050505051,0.02020202,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0545,0545.wq809phqt.44,Naafs_2017_Soils_HYX-2,Soil,36.69,101.3,wq809phqt,3.18,8.8475,7.69,NA,NA,NA,NA,NA,NA,0.06122449,0.295918367,0.010204082,0.010204082,0,0,0.040816327,0.326530612,0.040816327,0.102040816,0,0,0.071428571,0.030612245,0.010204082,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0546,0546.y8ntgrhu8.44,Naafs_2017_Soils_WLHT-2,Soil,46.05,121.79,y8ntgrhu8,1.24,14.87857143,6.24,NA,NA,NA,NA,NA,NA,0.02020202,0.050505051,0,0,0,0,0.171717172,0.212121212,0.01010101,0.02020202,0,0,0.444444444,0.060606061,0.01010101,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0547,0547.wj1nqhz3d.44,Naafs_2017_Soils_ND-1,Soil,29.25,91.68,wj1nqhz3d,7.57,8.132272727,7.69,NA,NA,NA,NA,NA,NA,0.02,0.18,0,0,0,0,0.03,0.44,0.03,0.06,0,0,0.18,0.05,0.01,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0548,0548.wnh00g9kx.44,Naafs_2017_Soils_ZD-1,Soil,33.77,95.66,wnh00g9kx,-2.64,5.523,7.3,NA,NA,NA,NA,NA,NA,0.070707071,0.151515152,0.01010101,0.02020202,0,0,0.080808081,0.272727273,0.060606061,0.161616162,0,0.01010101,0.090909091,0.060606061,0.01010101,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
0549,0549.wq2d1xxvz.44,Naafs_2017_Soils_TR-1,Soil,35.55,102.03,wq2d1xxvz,4.48,9.2203125,7.67,NA,NA,NA,NA,NA,NA,0.040816327,0.295918367,0,0.010204082,0,0,0.040816327,0.43877551,0.020408163,0.051020408,0,0,0.081632653,0.020408163,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
054A,054A.wqtqwq3g6.44,Naafs_2017_Soils_JB-1,Soil,37.74,108.91,wqtqwq3g6,5.54,13.35555556,7.73,NA,NA,NA,NA,NA,NA,0.02020202,0.242424242,0.01010101,0.01010101,0,0,0.03030303,0.494949495,0.01010101,0.050505051,0,0,0.101010101,0.03030303,0,Naafs et al. (2017a),44,10.1016/j.orggeochem.2017.01.009
